,news_headline,news_article,news_category
10,Aakash Educational confirms it is in talks with BYJU'S for reported $1 bn deal,"Aakash Educational Services has confirmed it is in talks with BYJU'S, after reports emerged of the latter acquiring Aakash for $1 billion. ""The Chaudhry family and founders, JC Chaudhry and Aakash Chaudhry...will continue to run Aakash Educational Services along with its management team,"" a company spokesperson said. The deal will be one of the largest edtech acquisitions in the world.",technology
11,"Dropbox to cut 11% of its global workforce, COO to step down","Dropbox on Wednesday said it will be cutting its global workforce by approximately 11%, a move that will affect 315 people. ""I made a commitment to...preserve job security through 2020,"" CEO Drew Houston said, adding that the layoff was necessary to ""create a healthy and thriving business for future"". Further, COO Olivia Nottebohm will be leaving Dropbox on February 5.",technology
12,Funny business being done using Bitcoin: European Central Bank's chief,"European Central Bank President Christine Lagarde on Wednesday said Bitcoin is a ""highly speculative asset, which has conducted some funny business and some interesting and totally reprehensible money laundering activity."" Lagarde also called for regulating cryptocurrencies, adding that ""if there is an escape that escape will be used"". Bitcoin's value has increased almost tenfold since last March.",technology
13,Deeply sorry for below-quality 'Cyberpunk 2077': CD Projekt Co-founder,"CD Projekt Co-founder Marcin Iwinski on Thursday posted a video on Twitter, apologising for ""'Cyberpunk 2077' not meeting the quality standard [they] wanted it to meet."" Users reported several glitches with the game after its launch, post which full refunds were made available to anyone who purchased the game through the PlayStation Store or the Xbox Store.",technology
14,"Bengaluru world's fastest growing tech hub, Mumbai 6th: Report","Bengaluru has emerged as the world's fastest growing mature tech ecosystem since 2016, with Mumbai coming in at sixth place, according to Dealroom.co data analysed by London & Partners. Investment in Bengaluru grew 5.4 times from $1.3 billion in 2016 to $7.2 billion in 2020, the report said. Bengaluru also ranked sixth for the most tech venture capitalist investments globally.",technology
15,Google completes $2.1 billion acquisition of Fitbit,"Google on Thursday said it has completed the acquisition of Fitbit, over a year after the deal was first announced. The European Union, which approved the $2.1-billion deal in December, had raised concerns over Google’s market power and the use of people’s health data in targeted advertising. Fitbit Co-founder James Park reiterated today that Fitbit would continue to be device-agnostic.",technology
16,"Parler may not return, hard to keep track of people cutting ties with us: CEO","John Matze, CEO of Parler, a social media popular among Trump supporters, said the app may never return after Amazon's cloud unit removed it from its servers. It was alleged that pro-Trump supporters used Parler in the run-up to the US Capitol violence. He added that it's difficult to track how many people are cutting business ties with Parler.",technology
17,Elon Musk's tweet leads to 4.4% rise in Japanese game maker's shares,Shares of a Japanese game maker Bandai Namco rose after the world's richest person Elon Musk tweeted a meme featuring a character from the game maker's Idolmaster franchise. Namco's shares surged as high as 4.4% in Tokyo on Wednesday. Idolmaster is a long-running series that initially started as an arcade game and grew to include mobile games and animated series.,technology
18,Govt examining WhatsApp's policy change amid privacy debate: Report,"The government is reportedly examining WhatsApp's recent policy update that links data of WhatsApp users to Facebook's other products, after the changes triggered a debate over privacy. Internal discussions are on at the IT Ministry as several business leaders have also raised concerns, as per reports. The government will also reportedly decide on whether to approach WhatsApp for an explanation.",technology
19,"Bitcoin is the classic bubble, produces no value: Raghuram Rajan","Former Reserve Bank of India (RBI) Governor Raghuram Rajan said Bitcoin's recent rise is an example of bubblish behaviour by markets. ""Bitcoin reached $40,000 after being at $10,000 last year. It is the classic bubble...it produces no value,"" he said. He also remarked that people are buying Bitcoin because they think ""it will go up"", which is ""bubblish thinking"".",technology
20,PayPal becomes 1st foreign firm to fully own payments business in China,"US fintech platform PayPal has become the first foreign firm to have 100% control of a payments business in China. PayPal recently bought the remaining 30% stake in China's GoPay, after it acquired 70% stake in it a year ago. In 2019, PayPal had said its initial focus in China is to provide cross-border payment solutions to Chinese consumers. ",technology
21,I believe Jack Ma is safe and sound: Ant Group investor,"Fred Hu, the Chairman of Primavera Group, which counts China’s Ant Group among its portfolio companies, said he believes Alibaba Founder Jack Ma is ""safe and sound"". Ma has not been seen in public since Alibaba affiliate Ant's potentially biggest-ever IPO was stopped by regulators. Chinese regulators have also reportedly asked e-commerce giant Alibaba to scale down its businesses.",technology
22,Apple invests $60 million to back entrepreneurs of colour,"Apple on Wednesday announced investments worth $60 million, for projects aimed at ""challenging systemic racism"" in the US. The iPhone maker will invest $35 million in two funds which will fund several companies with a focus on entrepreneurs of colour and minority-owned firms. Apple will also invest $25 million in an innovation hub for historically Black colleges and universities.
",technology
23,"Ubisoft to make Star Wars game, marking end to EA's exclusive rights",Video game maker Ubisoft on Wednesday announced that it will be developing an open-world video game that will be set in the Star Wars universe. The new Star Wars title will be the first not to be published by EA since Disney acquired Lucasfilm in 2012. EA has had the exclusivity rights on the Walt Disney franchise since 2013.,technology
24,England once played Test matches in 2 continents on same day,"England are the only country to appear in two Test matches in two countries of two different continents on the same day. England beat New Zealand in Christchurch on January 13, 1930, the same day another England team was playing a Test against West Indies in Barbados. England had sent different teams to Caribbean and New Zealand to promote cricket.",sports
25,"Siraj got angry for giving 2 sixes, he showed middle finger to crowd: Indian fan","Prateik Kelkar, an Indian fan who was among six people kicked out by police during Sydney Test, said that India fast bowler Mohammed Siraj was pissed for getting hit for two sixes. ""He came to field on the boundary...Fans said, 'Welcome to Sydney, Siraj',"" Kelkar added. ""Siraj turned around and showed them the middle finger,"" he further said.",sports
26,"Punit Bisht smashes 17 sixes, breaks record for most sixes by an Indian in a T20","Meghalaya wicketkeeper-captain Punit Bisht on Wednesday broke the record for most sixes by an Indian in a T20. The 34-year-old smashed 17 sixes during his unbeaten knock of 146 runs off 51 deliveries against Mizoram in a Syed Mushtaq Ali Trophy match. The previous record was held by Mumbai's Shreyas Iyer, who slammed 15 sixes in a T20 against Sikkim.",sports
27,"Daughter asked Ashwin to take leave, said 'Why go to office in pain': Wife Prithi","India off-spinner Ravichandran Ashwin's wife Prithi has revealed ahead of the last day of the Sydney Test, their four-year-old daughter Aadhya asked Ashwin to take leave after seeing him ""writhing in pain"". Prithi said Aadhya told Ashwin, ""Why go to the office in pain...when you can chill at home?"" ""I couldn't imagine how he was going to play,"" Prithi added.",sports
28,Rishabh Pant wasn't even aware Smith scuffed his batting mark: India batting coach,"Team India batting coach Vikram Rathour has revealed that India wicketkeeper-batsman Rishabh Pant wasn't even aware that Australia's Steve Smith scuffed his batting mark. ""Only after the game and after the media picked it up, we noticed,"" Rathour added. Smith had later said that he was shocked at the reaction as he does it almost every match. ",sports
29,Smith would've needed 15-inch spikes to do what people are accusing him of: Langer,"Australia head coach Justin Langer has defended Steve Smith over the crease-scuffing controversy, saying, ""He would’ve needed 15-inch spikes to do what people are accusing him of doing and messing up Rishabh Pant’s guard."" Langer added, ""I literally cannot believe some of the rubbish I read about Smith. Absolute load of rubbish."" ""He does it probably most games,"" Langer stated.",sports
30,"Who is Mohammed Azharuddeen, who smashed hundred off 37 balls in a T20? ","Kerala wicketkeeper-opener Mohammed Azharuddeen, who smashed the joint-third fastest hundred by an Indian in a T20 off 37 balls, was born on March 22, 1994 in Kerala's Thalangara. He was named after ex-India captain Mohammed Azharuddin by his elder brother. He made his first-class debut for Kerala in 2015 and has scored 1,808 runs in domestic cricket across formats.",sports
31,"Sreesanth gives 'death stare' to batsman, gets hit for 2 sixes in next 2 balls",Kerala's 37-year-old pacer Sreesanth gave Mumbai's 19-year-old opener Yashasvi Jaiswal a 'death stare' after the latter came down the pitch and missed a delivery during their Syed Mushtaq Ali Trophy match. Sreesanth was seen going close to the batsman and staring at him before going back to run-up. Jaiswal went on to hit two sixes off Sreesanth's next two deliveries.,sports
32,"Car wash worker crashes Italian footballer's ₹3-crore Ferrari, pics surface","A car wash worker crashed Italy and Genoa goalkeeper Federico Marchetti's £300,000 (₹3-crore) Ferrari after losing control of the car. The worker was supposed to deliver the car to Genoa's training base. He hit five parked cars and crumpled the front of the vehicle into a barrier. ""Thank god, no one was hurt,"" Marchetti wrote on Instagram.",sports
33,Wasn't allowed to join SA as they didn't want more white consultants: Kallis,"Former South Africa captain Jacques Kallis has revealed that he wasn't allowed to be involved with South African side as Cricket South Africa said there would be no more white consultants. ""Unfortunately that fell away and this opportunity of helping England out came about and I took it with both hands,"" added Kallis, who joined England as batting consultant.
",sports
34,Australia haven't lost a single Test at the Gabba in over 32 years,"The fourth Australia-India Test will take place at the Gabba from tomorrow. Australia haven't lost a single Test at the stadium since November 1988. Their last defeat at the Gabba had come against West Indies, who won the match by 9 wickets. Australia have since played 31 matches at the stadium, winning 24 and drawing seven.",sports
35,"England fan waits 10 months in Sri Lanka to watch Test match, kicked out by police","Rob Lewis, an England cricket fan, was kicked out of Galle Fort from where he had planned to watch England's Test against Sri Lanka. He put up banners but local police told him he couldn't stay. He had arrived in Sri Lanka 10 months ago but the original series was cancelled due to pandemic. However, he never left Sri Lanka.",sports
36,Record for 2nd and 3rd highest T20 score by an Indian broken on same day,"The record for the second-highest and the third-highest T20 score by an Indian was broken during Syed Mushtaq Ali Trophy matches today. Meghalaya wicketkeeper-captain Punit Bisht scored an unbeaten 146 off 51 deliveries against Mizoram to record the second-highest T20 score by an Indian, while Kerala's Mohammed Azharuddeen slammed 137*(54) against Mumbai to score the third highest.",sports
37,"Supriyo tweets 'Hanuma Bihari has murdered cricket', Vihari corrects spelling","Singer-politician Babul Supriyo took to Twitter to criticise Team India batsman Hanuma Vihari's batting in the fourth innings of the Sydney Test. ""Playing 109 balls to score 7! That is atrocious....Hanuma Bihari has not only killed any Chance for India to achieve a historic win but has also murdered Cricket,"" he wrote. Vihari responded to his tweet by writing, ""Vihari*.""",sports
38,"Pak channel shows Imran Khan's win over Kohli in a poll as 'Breaking News', trolled ","A Pakistani news channel has been trolled for showing Pakistan PM Imran Khan's win over Virat Kohli in a Twitter poll as 'Breaking News'. The poll was conducted by the ICC to determine the best 'pacesetter'. ""Sometimes I do feel sad for...common people of Pakistan,"" a fan wrote. ""Now, inflation will end...and the nation will prosper...Congratulations!"" a Pakistani user tweeted.",sports
39,Alyssa Healy takes a dig at Team India's alleged 'jail hotel' complaints in Brisbane,"Australia Women wicketkeeper Alyssa Healy took a dig at Team India's alleged complaints about their hotel in Brisbane. Reacting to a report that stated Indian players have complained about being ""locked up"" in rooms and having to ""clean toilets"", Healy wrote, ""Australia and NZ women's teams did their quarantine in the same hotel last year. Here's a shock...We survived.""",sports
40,You don't need housekeeping or room service to motivate yourself: India batting coach,"Team India batting coach Vikram Rathour has suggested that the problems in the Brisbane hotel didn't for once affect their focus on the Test match ahead. ""We are playing Australia in Australia against one of the better attacks in the world. So I think motivation is there. You don't need housekeeping or room service to motivate yourself,"" he said.",sports
41,"Need to worry about our preparation, no advantage for Aus in Brisbane: Lyon","Spinner Nathan Lyon feels Australia won't have any advantage going into the fourth Test at the Gabba against India, who have been plagued with injuries. ""To be honest, we've to worry about our preparation...We know how talented India are and how hungry they are to win this series,"" Lyon said. Australia haven't lost a Test at the Gabba since 1988.",sports
42,Kashyap retires mid-game to make first-round exit from Thailand Open,"Indian shuttler Parupalli Kashyap on Wednesday exited from the Thailand Open 2020 after he retired during the third game of his first-round match against Canada's Jason Anthony Ho-Shue. Kashyap was trailing in the third game 8-14 when he decided to retire as he pulled a calf muscle. After losing the first game 9-21, he had won the second game 21-13.",sports
43,Bayern Munich knocked out of German Cup by 2nd-division team,"Bayern Munich were eliminated from the second round of the German Cup for the first time in 20 years after losing to second-division team Holstein Kiel in a penalty shootout on Wednesday. Kiel won 6-5 in the shootout after the match finished at 2-2 in extra time. ""I've never been knocked out so early,"" said Bayern forward Thomas Muller.",sports
44,"Medical team working, final call on Bumrah on match day: Batting coach","India's batting coach Vikram Rathour said that a final call on pacer Jasprit Bumrah's participation in the fourth Test against Australia in Brisbane will be taken before the match on Friday. ""Medical team is working with Bumrah. We'll have to wait till tomorrow morning...If he can play great and if he can't we'll deal with it,"" Rathour added.",sports
45,Anil Kumble was the Dravid of India's bowling line-up: Steve Waugh,"Steve Waugh feels former India spinner Anil Kumble was 'the Rahul Dravid of Indian bowling line-up'. ""I don't think I played anyone who enjoyed playing for the country as much as he (Anil Kumble) did,"" the ex-Australia captain said. ""He was a fierce competitor. He was always at you and never gave you an inch,"" Waugh added.",sports
46,"Pucovski won't play Gabba Test due to injury, Harris named replacement","Australia opener Will Pucovski has been ruled out of the fourth and final Test against India at the Gabba with a shoulder injury. Marcus Harris will be replacing Pucovski in the playing XI. ""He tried to train this morning, did not quite come up. He will have a bit of work to do,"" captain Tim Paine said on Thursday. ",sports
47,"Gavaskar entitled to his opinion, we don't have anything to do with him: Paine","Tim Paine said Sunil Gavaskar is ""entitled to his opinion"" after the former India captain said that Paine's days are numbered as Australia's Test captain after his antics at the SCG. ""I'm not going to get into it...Sunny can keep saying what he wants to say, but in the end, we don't have anything to do with him,"" Paine added.",sports
48,Ashwin can take 800 Test wickets but Lyon not good enough: Muralitharan,"Ex-Sri Lanka spinner Muttiah Muralitharan feels India's Ravichandran Ashwin might end up taking 800 Test wickets but Australian Nathan Lyon ""isn't good enough"" to reach there. ""Ashwin has a chance because he is a great bowler...Don't think any younger bowler coming in will go to 800,"" Muralitharan said. He added Lyon took many matches to near 400 wickets.",sports
49,"Pope Francis, ex-Pope Benedict XVI receive 1st dose of COVID-19 vaccine","Pope Francis and former Pope Benedict XVI have received the first dose of a vaccine against coronavirus, an official said on Thursday. Pope Francis said everyone should get vaccinated and referred to it as ""an ethical choice"". Vatican City began a vaccination programme on Wednesday, with vulnerable groups and frontline workers being the first to receive the dose.",world
50,Which were the 10 cities with highest traffic congestion in the world in 2020?,"Moscow had the highest traffic congestion in the world in 2020, according to TomTom Traffic Index, a report detailing the traffic situation in over 400 cities in 57 countries. Moscow was followed by Mumbai, Bogota, Manila, Istanbul, Bengaluru, Kyiv, New Delhi, Novosibirsk and Bangkok in traffic congestion. In 2019, the same index had found Bengaluru to be the most congested.",world
51,"India dealt with COVID-19, its economic consequences decisively: IMF chief","IMF Managing Director Kristalina Georgieva praised India during a global media roundtable, stating, ""The country actually has taken very decisive action, very decisive steps to deal with the pandemic and to deal with the economic consequences of it."" She added, ""We are almost where we were before COVID-19 in India, meaning that economic activities have been revitalised quite significantly.""",world
52,India raises issue of inaccurate depiction of map with WHO; calls for removal,"India has raised the issue of the inaccurate depiction of the nation's map, showing UTs of J&K and Ladakh separately, by the WHO. The matter was raised by Indian envoy to UN in Geneva, Indra Mani Pandey, with WHO's Director-General Tedros Adhanom. The Indian diplomat expressed his ""deep displeasure"" over the inaccurate map and called for its ""immediate removal"".

",world
53,Xi writes letter to ex-Starbucks Chairman to promote US-China trade ties,"Chinese President Xi Jinping has urged former Starbucks Chairman Howard Schultz to continue promoting US-China trade and economic cooperation, state media reported. China will provide a ""broader space"" for all companies, including Starbucks and other US companies, to develop in the country, Xi added in a letter. Schultz, who resigned as Chairman in 2018, retains an honorary title at Starbucks. ",world
54,"Australia to kill pigeon that survived 13,000-km journey from US over disease risk","A pigeon that travelled across the Pacific Ocean to reach Australia from US will be killed due to Australia's strict quarantine rules. The bird reportedly went missing during a race in Oregon in late October, before turning up in Melbourne almost two months later. Officials said that they are concerned about bird diseases risk and will have to euthanise it.",world
55,2 WHO team members on way to Wuhan test +ve for COVID-19 antibodies in S'pore,The WHO has tweeted that two members of a delegation sent by it to China's Wuhan city to investigate the origins of coronavirus have stayed back in Singapore after testing positive for COVID-19 antibodies. The team of 15 had all tested negative for the disease prior to leaving their home countries and underwent further testing while in transit in Singapore.,world
56,Africa secures 270 million COVID-19 vaccine doses,"South African President Cyril Ramaphosa on Wednesday said that the African Union has secured a provisional 270 million COVID-19 vaccine doses for African countries. The vaccines will be supplied by Pfizer, AstraZeneca (through Serum Institute of India) and Johnson & Johnson, Ramaphosa added. At least 50 million of the doses will be available between April and June, he further said.",world
57,"COVID-19 immunity could last for 5 months, but risk exists: Study","A study by Public Health England found that COVID-19 immunity could last for at least 5 months, but people can still spread it. Among the 6,614 participants in the study, only 44 people were reinfected with the virus. Experts cautioned that the findings mean people who contracted the virus in early 2020 may now be vulnerable to catching it again.",world
58,95% of vaccines given around world are in 10 countries: WHO,"Ten countries account for 95% of the 2.35 crore coronavirus vaccine doses administered across the world, the head of WHO's European office, Dr Hans Kluge, said. In response, the WHO has called for more equitable distribution. In terms of total doses, the top countries are the US, China, the UK, Israel, the UAE, Italy, Russia, Germany, Spain and Canada. ",world
59,US stands with Taiwan & always will: Envoy after cancelled trip,"Following the cancellation of her trip, US Ambassador to UN Kelly Craft said she has told Taiwan President Tsai Ing-wen that the US ""stands with Taiwan and always will"". ""We discussed the many ways Taiwan is a model for the world, as demonstrated by its success in fighting COVID-19,"" she added. Craft's Taiwan visit was cancelled due to presidential transition.",world
60,US President-elect Biden unveils $1.9 tn COVID-19 stimulus package,"US President-elect Joe Biden has unveiled a $1.9 trillion plan to revive the country's economy and combat the coronavirus. The proposed plan includes $1 trillion for households, with direct payments of $1,400 to all Americans and $415 billion to boost COVID-19 vaccine rollout. Biden said he knows the plan ""doesn't come cheaply"" but ""America can't afford"" to not pass it. ",world
61,550 homes destroyed in fire at Rohingya refugee camp in Bangladesh,"Over 550 homes, sheltering around 3,500 people, and 150 shops were destroyed after a fire broke out at a Rohingya refugee camp in Bangladesh, the UN Refugee Agency (UNHCR) said on Thursday. A facility belonging to an NGO was also destroyed, it added. ""There is nothing left...Everything is burned down...Everyone is crying,"" one of the refugees said.",world
62,Obliged to arrest Navalny upon return: Russia's prison authority,"Russia's prison authority on Thursday said that it's obliged to arrest Russian opposition leader Alexey Navalny upon his return to the country for violating terms of his probation. Navalny will be detained pending a court decision to turn a suspended sentence he received in 2014 into a jail term, it added. Navalny had said he'll return to Russia on Sunday.",world
63,"Committed to an orderly transition, safe inauguration: US VP Pence","US Vice President Mike Pence has said that he's committed to ""an orderly transition"" and ""safe inauguration"", adding that ""American people deserve nothing less."" He further said that President-elect Biden and Vice President-elect Kamala Harris would be sworn-in ""in a manner consistent with our history"". Pence's comments came eight days after President Donald Trump's supporters stormed the Capitol.",world
64,Presidency is not for women: Philippine Prez tells daughter ,"In a televised speech on Thursday, Philippine President Rodrigo Duterte said that the presidency ""is not for women"" and advised his daughter Sara Duterte against running in the 2022 presidential election. ""I pity her...She will go through what I went through,"" he added. A recent survey showed that his daughter was the top pick to succeed him.",world
65,2 Virginia police officers face charges over US Capitol riots,"Two police officers in Virginia are facing federal charges in connection with the riots at the US Capitol last week. The officers were photographed in the Capitol building making an obscene gesture in front of the John Stark statue. ""The right IN ONE DAY took the f***** US Capitol. Keep poking us,"" one of them said on social media.",world
66,Ex-presidential contender Andrew Yang to run for New York mayor,"Former US presidential contender and Democrat Andrew Yang on Wednesday announced his candidacy for New York City mayor in this year's election. Yang, in a campaign video, said that he would implement the largest cash relief program in US' history to help New York City emerge from the COVID-19 pandemic. If elected, he would become the city's first Asian-American mayor.",world
67,Biden likely to end silly trade war with China: Malaysia's ex-PM,"Former Malaysian PM Mahathir Mohamad said that he believes US President-elect Joe Biden will end ""silly trade war with China"". Asia can expect Biden to improve ties with countries that have been supportive of America, he added. ""Trump used to be against almost every country, but now I think Biden would want to reverse that policy,"" Mahathir further said.",world
68,"3 UN peacekeepers killed, 6 others injured in attack in Mali","Three United Nations (UN) peacekeepers were killed and six others were injured after their convoy was struck by an improvised explosive device (IED) and attacked by unidentified gunmen in Mali on Wednesday. UN chief António Guterres condemned the attack. Over 13,000 troops are posted in Mali as part of a UN mission to contain violence caused by various armed groups.",world
69,S Korean court upholds 20-yr prison term for ex-Prez Park Geun-hye,"South Korea's Supreme Court on Thursday upheld a 20-year prison sentence and a fine of 18 billion won (nearly ₹120 crore) for former President Park Geun-hye. Park, the country's first woman president, was removed from office in 2017 after the Constitutional Court upheld a parliament vote to impeach her. Reportedly, this raises the possibility of a presidential pardon for Park.",world
70,HK police arrest 11 for helping activists' flee to Taiwan: Reports,"Hong Kong police have arrested 11 people for allegedly helping 12 detained activists accused of trying to flee to Taiwan last year, local media reported on Thursday. Lawyer Daniel Wong Kwok-tung, who tried to help the detained activists, was among those arrested. Last month, China jailed 10 of the 12 detained pro-democracy activists to between seven months and three years.",world
71,North Korea unveils new submarine-launched ballistic missile ,"North Korea has unveiled a new submarine-launched ballistic missile (SLBM) that the state media described as ""the world's most powerful weapon"". Rockets with a ""powerful striking capability"" were also on display at a parade overseen by leader Kim Jong-un. The parade follows the ruling party's first congress since 2016, where Kim called the US his country's ""biggest enemy"".",world
72,"Stop wrongdoings: China on US banning Xinjiang tomato, cotton imports","Opposing the US' ban on tomato, cotton imports from Xinjiang region, China urged the ""US side to respect facts"" and ""stop wrongdoings"". US on Wednesday banned the imports citing that it uses ""forced labour"" of detained Uighur Muslims. Reacting to the allegations, China said, ""the so-called forced labour issue is a 'lie of the century' fabricated out of thin air.""",world
73,"Earthquake in Indonesia's Sulawesi claims 7 lives, injures hundreds","An earthquake measuring 6.2 on the Richter scale claimed at least seven lives, injured hundreds and damaged many buildings on Indonesia's Sulawesi island on Friday. As per the country's disaster mitigation agency, the quake was felt strongly for about seven seconds but did not trigger a tsunami warning. Thousands of residents fled to safer areas.",world
74,Nobody is above law: Maharashtra minister after son-in-law's arrest by NCB,"A day after the Narcotics Control Bureau (NCB) arrested his son-in-law in a drug case, Maharashtra Cabinet Minister Nawab Malik said nobody is above the law and the law should be applied without any discrimination. Without mentioning the arrest, Malik tweeted, ""Law will take its due course and justice will prevail. I respect and have immense faith in our judiciary.""",politics
75,Chandrababu Naidu burns Andhra govt orders on farmers in Bhogi bonfire,"TDP President N Chandrababu Naidu on Wednesday burnt Andhra Pradesh government orders in Bhogi bonfire. The orders were related to fixing meters to pump set motors, zero-interest loans scheme and selection of farmers on basis of caste for welfare schemes, the ANI reported. Bhogi is part of the Pongal festival in which useless household articles are put in the bonfire.",politics
76,"Dhananjay Munde accused of rape by woman, says 'I've 2 kids with accuser's sister'","Maharashtra Minister and NCP leader Dhananjay Munde denied allegations of rape levelled by a 37-year-old woman, stating he had been in a relationship with her sister since 2003. Munde said he has two children with the complainant's sister, adding that their relationship had been accepted by his wife. The allegations are ""an attempt to blackmail and extort money,"" he said.",politics
77,"Around 50 TMC MLAs to join BJP next month, claims Dilip Ghosh","West Bengal BJP chief Dilip Ghosh on Wednesday said ""at least 50 TMC MLAs will join the BJP next month"". He was responding to West Bengal minister Jyotipriya Mallick who had claimed six-seven BJP MPs will soon join TMC. ""I ask Mallick babu to persuade even one booth president to join his party, and I'll accept his claim,"" Ghosh added.",politics
78,Protesting farmers don't even know what they want: BJP's Hema Malini,"Amid the farmers' protests in India, Mathura BJP MP Hema Malini on Tuesday said, ""The farmers don't even know what they want and what is the problem with the farm laws, which shows that they're doing this because someone asked them to do it."" She made the statement on the day the Supreme Court stayed the implementation of the laws.",politics
79,"Wanted to be someone important, never dreamt of becoming Vice President: Naidu","While answering a student's query about his childhood dream at Institute of Hotel Management, Goa, Vice President M Venkaiah Naidu on Tuesday said, ""My ambition was to become something big and important, though I never dreamt of becoming Vice President of India."" He added, ""I'm fortunate I became something."" He celebrated Bhogi with family at Raj Bhawan, Goa on Wednesday.",politics
80,"BSP to contest 2022 UP, Uttarakhand assembly elections on its own","BSP chief Mayawati has announced that the party will not forge any alliance for the upcoming Assembly elections in Uttar Pradesh and Uttarakhand, adding, ""The party will contest the elections in all Assembly constituencies on its own."" Mayawati further announced that the BSP will provide COVID-19 vaccines to everyone free of cost in UP if it wins the Assembly elections. ",politics
81,"UP MLA gives ₹51,000 in cash to youth who threw ink at AAP's Somnath","UP MLA Rakesh Singh on Tuesday garlanded Hindu Yuva Vahini worker Jitendra Singh and gave him ₹51,000 in cash after he allegedly threw ink on Delhi AAP MLA Somnath Bharti. The MLA said, ""AAP's former law minister made derogatory statements about the CM and this youth gave him a befitting reply in the same language by blackening his face.""",politics
82,Karnataka govt finalises 7 ministers to be inducted in cabinet,"Karnataka cabinet expansion will take place on Wednesday as the state government has finalised the names of seven ministers who will be inducted to the cabinet. The list includes names of Congress-JD(S) rebels-turned-BJP legislators like MLCs R Shankar and MTB Nagaraj. The other legislators who will take oath as ministers include MLAs Umesh Katti, Aravind Limbavali, Murugesh Nirani, among others.",politics
83,"We will get north Indian voters back, says Mumbai Congress chief","Mumbai Congress chief Ashok Jagtap has said that the city unit is trying to bring back the support of north Indian voters, adding, ""We are well aware that the north Indian voters have shifted away from Congress in the last few years."" He added, ""I have met a few leaders who have an influence on the community.""",politics
84,Central government should withdraw farm laws now: Akhilesh Yadav,Former UP CM Akhilesh Yadav on Tuesday said that Centre should withdraw the new farm laws following the Supreme Court's decision to stay its implementation till further orders. The Samajwadi Party chief added that it was the responsibility of BJP government to provide MSP to the farmers as it had promised that it would double the farmers' income by 2024.,politics
